Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDP08,3158.851456960015,OUT018
FDU44,2611.986522021768,OUT046
DRG39,821.4973106524467,OUT035
FDU32,2050.3379292672034,OUT049
FDY27,3125.8676120338787,OUT049
NCP54,2238.6183082585567,OUT013
NCZ41,1954.2500802975148,OUT049
DRL49,2096.5840180625382,OUT013
FDI05,1123.4607246990047,OUT018
FDY56,4117.815848332675,OUT045
DRC13,1994.495206444221,OUT013
NCV29,3159.8328546126622,OUT017
FDR24,1258.8479262538776,OUT049
FDZ34,2911.651935350497,OUT018
FDP37,2167.4140293945793,OUT035
FDX08,4808.997057985538,OUT027
FDS57,1903.5187593680266,OUT045
NCG18,1842.992101418596,OUT049
FDK25,2609.7003274814188,OUT018
FDH53,1352.7194502879418,OUT049
DRI59,3332.786928185237,OUT018
FDA52,2865.0669968872508,OUT046
FDT20,70.94389826647371,OUT010
FDE36,506.0033486850323,OUT019
FDI24,2869.8328413891636,OUT017
FDB28,3056.6840340894787,OUT018
FDV11,2925.4779712097697,OUT017
FDP01,2412.962857857674,OUT046
FDD34,4091.268383199066,OUT027
FDJ50,1371.786668973285,OUT027
FDZ44,1949.9941610483681,OUT013
DRO59,1367.1735600247168,OUT035
DRB48,658.3956355681697,OUT045
FDR21,2952.912799292283,OUT018
NCE42,559.7649443173241,OUT010
FDO23,1517.3781986930949,OUT046
NCE30,3322.6081224714967,OUT018
FDQ22,645.636899482903,OUT035
FDY01,1875.167788615709,OUT045
FDS08,2719.041598628764,OUT017
FDG28,3534.191622773484,OUT018
FDQ51,591.0505969306604,OUT018
FDB05,3845.8946402651673,OUT017
FDO56,1905.2921092234856,OUT049
FDE02,1021.8789691353903,OUT018
FDN45,3653.8427202403677,OUT017
FDS09,779.7234159961378,OUT013
NCA54,2887.2401296299604,OUT018
FDP09,554.1958906659613,OUT010
FDC53,1387.4576063728318,OUT045
NCM55,3198.281317818045,OUT017
FDL09,2671.546247769069,OUT018
FDA11,232.19795894884925,OUT019
FDA50,1507.918760581044,OUT045
FDC23,3482.3750270547885,OUT017
FDE22,2486.6607067888417,OUT049
FDD23,3455.5014890719804,OUT046
NCA29,2986.196908415317,OUT049
FDK38,2334.6159245192753,OUT046
DRC13,2061.351254656958,OUT046
NCP43,3063.3296415123014,OUT049
FDX28,1527.0812636468165,OUT049
FDF08,1359.8690155487434,OUT049
FDZ33,2451.490216873089,OUT046
FDD10,2952.2427026193905,OUT049
FDO58,2657.1379205252347,OUT017
FDI50,4019.927770559539,OUT017
FDO58,2638.8357738774857,OUT045
FDX08,3048.1174213999525,OUT013
NCK17,64.36332419231437,OUT010
FDF39,4128.61940027557,OUT035
FDU45,316.00902352527163,OUT010
NCJ18,1829.7943677485362,OUT018
DRC27,636.4948080781965,OUT019
DRC25,1729.480460654953,OUT035
FDU59,2276.3156356207014,OUT035
FDU28,3070.485843221206,OUT035
NCP30,639.6871511902303,OUT046
FDB39,662.263401278724,OUT018
FDE41,1280.5151020284886,OUT013
DRH11,192.34050740488988,OUT010
FDA58,3558.861659707345,OUT045
FDU50,1932.399803065407,OUT046
FDM34,2080.0097586244933,OUT013
FDM44,2471.409242713466,OUT027
FDR39,3016.5663804598416,OUT045
FDM25,2838.6277943051214,OUT045
FDQ49,2415.000820949681,OUT049
DRH25,635.5257136984374,OUT018
FDM09,3992.521222009451,OUT027
FDL44,477.560551529342,OUT019
NCR42,346.43676374763646,OUT018
DRL59,812.5384934386025,OUT046
FDX43,2435.4840664164735,OUT013
DRK47,515.8583929632274,OUT010
FDU48,1522.3199192642762,OUT018
FDY12,862.9026331989821,OUT045
NCN43,1686.8602373326664,OUT018
NCM55,2792.583236642907,OUT018
FDQ21,3775.332196822168,OUT027
FDX13,4203.765211158343,OUT035
NCK30,5324.513919853896,OUT027
FDG20,2696.1076906490207,OUT049
DRG27,699.9139669620477,OUT017
FDY14,3863.5066273359685,OUT018
FDP59,1654.6060110566873,OUT035
FDU60,3040.4283647847114,OUT017
NCC18,392.01777411530634,OUT019
DRJ39,3817.9881825296634,OUT017
FDS07,1973.6547376701708,OUT049
FDM08,5050.126778277866,OUT027
FDP51,1959.6202797735775,OUT045
FDU16,1469.4224108624865,OUT035
FDH12,1746.228710723067,OUT013
DRE48,477.85940396298855,OUT010
NCL42,5809.346690913403,OUT027
FDR21,2800.630569040937,OUT045
NCW29,2142.1983340547254,OUT035
FDO11,4345.901575528546,OUT013
NCM31,2125.5935555005385,OUT049
FDV35,270.7117955530969,OUT019
FDF58,1027.1134832709745,OUT017
NCE43,2802.797723684022,OUT049
FDA02,2676.4541098713257,OUT035
DRL37,87.94186194934966,OUT010
FDR24,1299.1966433890952,OUT018
FDW59,1327.5685686977768,OUT049
FDS22,640.6484515256507,OUT049
FDW24,755.900601694984,OUT017
FDU24,1682.273253009216,OUT035
FDA21,5317.6191471432085,OUT027
FDH58,2733.7397284933595,OUT027
FDW36,1393.360773112269,OUT018
FDI45,5054.085310289007,OUT027
FDU01,3029.246589842769,OUT018
FDF35,2914.5278723496326,OUT027
FDU43,541.7496082457047,OUT019
FDE24,278.3838155432513,OUT019
FDK50,2526.3392254547516,OUT049
FDG31,959.2946152421533,OUT045
FDC60,1656.3866556386888,OUT045
FDL36,1427.3525424684342,OUT013
FDP21,3241.5694599365534,OUT013
FDW16,1312.7778319060358,OUT045
FDX02,3886.984748014398,OUT017
FDQ58,3703.5089539861933,OUT027
FDT51,1957.2597333405074,OUT046
FDD59,1231.2179687056546,OUT049
NCM42,1760.7531249291503,OUT018
FDA57,466.4454657703026,OUT018
FDZ48,1863.8989911655046,OUT035
FDE46,2504.7233237243922,OUT045
NCZ30,390.88297241740906,OUT019
FDB56,3276.536389768578,OUT017
FDA25,2567.5023808133697,OUT027
FDD20,2339.1372123853807,OUT013
FDL25,1499.9199057734047,OUT013
NCO18,2969.638812928629,OUT049
FDJ45,607.0591953811777,OUT017
FDR12,2879.6604368313065,OUT035
NCF19,94.50631936650228,OUT010
FDK25,2889.0124246166947,OUT046
NCR17,1945.5530695330492,OUT046
FDC52,2440.5598382145,OUT046
NCA54,3195.8317401512386,OUT017
FDR45,504.22588829557117,OUT010
NCM19,2002.8718290873119,OUT049
FDF39,5442.718383141192,OUT027
FDX23,1549.9270871144347,OUT049
FDD58,2543.5143529976126,OUT027
FDX28,1598.8740091567843,OUT013
NCD31,2693.112356776507,OUT013
FDU57,2328.239031582013,OUT018
FDI27,883.8282115132304,OUT046
NCM42,1747.5837863012619,OUT046
FDD32,2193.278011676818,OUT027
FDI34,3686.7145509838656,OUT013
NCM29,2064.295252259225,OUT049
FDG46,1606.6778029449815,OUT018
DRC01,105.81120403481188,OUT010
FDB15,5765.730644889142,OUT027
NCA17,3610.664100354936,OUT027
FDF10,2708.8150397036575,OUT046
FDR26,4635.289525863545,OUT027
FDI02,1903.3011794362199,OUT049
NCM54,273.87124159515974,OUT010
FDF14,2383.283636966704,OUT013
FDJ33,290.1642962610412,OUT010
FDM20,4393.707340037371,OUT035
FDC03,5930.079064514159,OUT027
NCX05,1973.7346202271299,OUT046
NCM41,2618.6888570740666,OUT027
NCU29,418.0471179466911,OUT010
FDQ59,1305.1740455820639,OUT017
FDH46,244.70060522882906,OUT010
FDH09,718.2957003616943,OUT013
NCD06,771.3572753581811,OUT045
FDC15,2669.532733088867,OUT035
DRD37,936.2028894193776,OUT027
FDT28,3745.2082405571555,OUT027
FDR28,4211.445420445452,OUT027
FDT38,1360.5300284264517,OUT017
FDV34,2194.927952097039,OUT027
FDY52,1164.523298754075,OUT035
FDB34,1321.0164347642897,OUT013
DRL23,1299.345520966097,OUT018
DRB24,2350.41627902146,OUT046
FDJ50,959.0821573687064,OUT046
FDQ49,2472.5391957765396,OUT035
FDP20,1998.7883874736306,OUT035
FDV19,4630.626564853194,OUT027
NCR54,3005.61911899088,OUT045
FDO09,631.2302429959411,OUT010
FDS57,1924.343848715827,OUT018
FDN10,1872.9358141689554,OUT049
FDV23,2020.5989838647554,OUT049
FDY28,3648.648536923136,OUT049
DRG51,2593.591674199655,OUT013
FDD45,235.51521463163806,OUT019
NCL18,5380.489206660824,OUT027
NCM29,2150.981015312572,OUT013
FDF17,5400.38166090161,OUT027
FDE22,2546.0181547747466,OUT017
FDQ22,640.503121037367,OUT017
FDS01,3222.2611751319146,OUT013
FDW35,1084.3333137632912,OUT027
FDJ33,2034.749541888563,OUT046
NCF54,2916.245166447418,OUT035
FDE09,1700.0408768752372,OUT013
NCE06,2267.081935474747,OUT045
DRH49,1318.4237451195827,OUT049
FDY43,2716.300962552636,OUT045
NCT05,4195.310267068593,OUT017
FDZ34,3416.0176330931617,OUT045
FDL38,1278.9530513959587,OUT017
FDZ31,3208.966037587655,OUT017
FDR14,1007.4675102966258,OUT035
NCN54,1224.665642017538,OUT049
NCC42,3286.5003118026475,OUT027
FDK08,1497.052119888369,OUT017
FDP59,1620.126060272043,OUT013
FDV22,2817.3903642376863,OUT035
FDD33,3816.333608701902,OUT035
DRE60,5683.24372613949,OUT027
FDK52,3772.674893764918,OUT046
FDA02,2557.121157933882,OUT017
FDM56,1646.582804408221,OUT049
FDE57,1953.992249642597,OUT035
FDM32,1344.974009586995,OUT045
NCQ30,2717.8773891577075,OUT027
FDQ27,2546.2928755444655,OUT027
FDT60,3315.5838521025867,OUT027
FDU43,4148.370940665644,OUT049
NCO55,1835.5617049882117,OUT035
FDG02,3094.237062415551,OUT045
FDJ28,3115.8517613705326,OUT013
FDP40,1767.297454483842,OUT045
FDJ38,3228.045921060056,OUT045
NCC54,3866.7580131111577,OUT017
NCZ41,2008.167003673287,OUT046
FDK38,443.4778390766042,OUT019
FDU52,2298.2822979487246,OUT013
FDC40,1225.074323247054,OUT046
NCR30,1088.5683466280004,OUT017
NCN18,1733.623744315481,OUT017
FDB50,1244.750838733598,OUT035
FDG04,3148.7804818646614,OUT013
FDR26,2714.603722285626,OUT035
NCT17,2790.264227561424,OUT018
FDX35,5555.578072252552,OUT027
FDS12,2112.1316117347455,OUT046
NCZ29,3459.684912874914,OUT027
FDB38,309.47858855519695,OUT010
FDP12,651.1890466810727,OUT013
FDP22,782.9046868669104,OUT046
FDS26,4049.4641394167857,OUT018
FDR52,3171.496616823179,OUT046
DRJ13,2604.957268256346,OUT046
FDU48,3349.8698934944746,OUT027
FDE29,1139.3899511393313,OUT035
NCT29,1962.4982750999222,OUT049
DRK37,2954.114585962372,OUT018
FDK55,1273.9326649493078,OUT046
FDR07,1565.0694317796183,OUT046
FDO21,4735.73621266354,OUT027
FDK46,4179.597365321845,OUT049
FDB12,1628.0293261596262,OUT045
FDT31,4248.292347862533,OUT027
FDJ33,1885.8497254182896,OUT045
FDC26,3295.5689630625125,OUT027
NCQ02,2970.823709846946,OUT045
FDP08,597.0382637884322,OUT010
FDB11,5198.191392817568,OUT027
FDV55,2579.1880695435348,OUT013
FDW20,2205.5661374904757,OUT049
NCJ18,387.06185601357356,OUT019
FDC41,949.4066802247744,OUT018
FDE14,2614.7678239085985,OUT027
FDG35,2915.8981526882317,OUT013
FDF45,923.3505788176274,OUT035
FDS19,2248.0004649197144,OUT027
FDS58,422.73296466138663,OUT019
FDA26,3795.108450039955,OUT017
FDM32,1351.437980608164,OUT049
FDL45,2194.4553349813546,OUT046
FDZ55,2429.8644256259136,OUT049
FDY37,2166.478808607989,OUT049
FDO46,3076.2335524841346,OUT046
FDQ60,2052.1235229141553,OUT046
FDA19,1649.8233758740714,OUT018
FDL15,2565.3008820051887,OUT046
FDM10,2991.4411292370146,OUT018
NCL05,610.1000347357298,OUT017
DRK49,64.33082492918543,OUT010
NCE18,6093.000090025032,OUT027
FDG40,664.976702987713,OUT049
DRI59,3825.4863965134523,OUT045
FDK28,4047.269611446184,OUT035
NCD06,119.71593339507697,OUT019
FDO11,521.3796798147433,OUT019
FDK27,2042.8124020103903,OUT046
FDT43,1327.7468275012288,OUT027
FDD38,1127.1060496421874,OUT018
FDA16,4006.2262260763023,OUT049
FDL14,3859.549554824852,OUT027
NCM17,660.9038438762095,OUT049
FDD20,2077.9923310189843,OUT045
FDA40,1229.4580014279597,OUT045
FDL43,1179.0207036210738,OUT045
FDV15,1661.619724339386,OUT045
FDE52,1296.8821528638564,OUT046
NCL17,461.4285082359695,OUT010
NCJ31,3771.939448893305,OUT045
FDR60,1176.0011848306592,OUT045
NCA18,1773.1319182134807,OUT035
FDS21,1553.6454201953215,OUT027
FDW09,1248.632636478959,OUT035
FDL26,2737.013604261246,OUT035
FDS47,1192.5535253074545,OUT018
FDC39,3296.4761366748603,OUT046
FDT51,1888.7319121381813,OUT035
FDK40,4126.760768091455,OUT035
NCG19,3456.322320255359,OUT045
FDZ07,949.7847753556337,OUT046
FDF08,2091.734361594704,OUT027
FDO04,824.9411858769522,OUT013
FDK41,1154.0166528110708,OUT018
FDP15,4017.687060184263,OUT049
NCD43,1261.5223040462424,OUT018
NCP18,2535.911869957452,OUT013
FDZ51,1550.9000002014495,OUT046
DRH13,1668.2380417249065,OUT035
FDF38,613.6290024775658,OUT045
NCI43,719.3757921394713,OUT045
FDM38,1929.891385655511,OUT027
FDS03,1030.7663545409039,OUT013
DRJ47,2842.8697596511506,OUT017
FDT50,179.45065280565797,OUT010
FDV02,2792.1280708813324,OUT046
NCG18,1875.8381450821316,OUT017
FDW52,2695.4091522417207,OUT046
FDS40,672.620909893709,OUT035
FDN31,3166.442580745598,OUT017
FDA37,1785.3785920521032,OUT045
FDA15,3987.11366575003,OUT046
FDL39,3108.058436048407,OUT046
FDJ53,1787.6925675599418,OUT045
FDX22,3600.2759485553315,OUT013
NCZ42,3964.0346356815685,OUT045
FDD56,4393.015287449126,OUT027
FDD40,3199.414222743472,OUT017
FDS50,3735.712431464611,OUT013
NCN14,3059.413456563492,OUT013
FDT15,3164.740987966206,OUT013
NCS18,2562.186377955845,OUT027
NCO26,278.9379356906022,OUT010
FDF58,917.9879493615014,OUT018
NCB19,1493.9091342536633,OUT013
FDH26,1933.7949859049154,OUT017
DRB24,3787.64704255731,OUT027
FDA49,1092.1033317690062,OUT018
FDB32,1562.8997821076387,OUT045
FDI36,3131.8805512462045,OUT017
NCA17,355.8623962816122,OUT010
FDH22,2099.0569260139537,OUT013
NCM26,2409.4831637340217,OUT018
FDT15,5912.361275636792,OUT027
FDB16,1249.8734436984298,OUT018
NCP54,3592.674671402466,OUT027
FDJ36,1864.1114369084644,OUT013
FDO28,1913.5897117908853,OUT045
FDU09,795.8269827786355,OUT013
FDF29,2225.6982036157515,OUT017
FDY08,2162.396279350632,OUT013
DRJ59,331.8964952889661,OUT018
FDT23,2163.5236187849027,OUT027
FDU15,320.5339737529354,OUT018
FDT47,1589.754343646003,OUT013
FDI53,545.5166457847045,OUT019
FDR59,3678.8024171472066,OUT018
FDD53,659.4423367580644,OUT035
FDY51,3872.7157402135545,OUT017
FDT04,629.6564530286493,OUT049
FDU51,3054.80876499917,OUT049
FDG14,2520.825167466655,OUT035
NCU06,3717.890335428077,OUT045
DRG25,3209.0380208519914,OUT046
DRH49,1378.817540059101,OUT035
FDN15,2019.2875659769009,OUT035
FDL43,939.4621868324947,OUT018
NCT18,3341.9634926654608,OUT049
NCB31,3628.3759434637295,OUT013
FDK57,1878.051359949695,OUT035
FDY04,503.93462429017404,OUT019
NCP54,2238.9234051697163,OUT046
FDF41,3895.7827958465755,OUT013
FDM01,1690.8232052316732,OUT045
FDW03,1651.5560730043953,OUT045
FDF28,1941.9454778767627,OUT045
FDY37,2163.199534823972,OUT017
FDQ03,3962.3990257499595,OUT017
FDP51,2597.6193489610428,OUT027
FDJ40,1891.5244173571064,OUT017
FDC32,1481.6463371633754,OUT049
DRI49,2687.6565467926293,OUT027
NCW54,919.2480737542809,OUT017
FDF09,707.3867297505135,OUT017
FDP45,3309.996210106092,OUT018
DRJ23,2983.8967015889066,OUT018
FDS59,1984.1363204146128,OUT017
FDY08,2218.6895666035803,OUT046
FDX16,2584.5760444104153,OUT049
FDY16,2940.8505498609734,OUT018
FDK32,2723.459394293131,OUT035
FDQ22,629.4041267873472,OUT013
NCC31,2442.2460933700345,OUT018
FDG58,2437.7411138108596,OUT049
DRF48,3261.2394789597465,OUT013
DRH36,1109.5629926523386,OUT049
NCR30,1167.7782172219945,OUT035
FDB03,631.1434511494047,OUT019
FDZ28,3655.976077967167,OUT027
FDR35,3044.5038711098673,OUT017
DRD15,5615.423881509564,OUT027
FDJ33,298.52023618285006,OUT019
FDA56,242.1625766610727,OUT010
FDP56,826.0934388050401,OUT046
NCT30,798.1648429916744,OUT046
FDK15,1569.8681534581592,OUT017
FDH44,2212.1930534729972,OUT018
FDV01,2533.743591071387,OUT013
DRG03,2558.8632124906153,OUT017
FDG50,2480.3157274538203,OUT027
FDR16,553.4293898690405,OUT010
FDZ60,1521.257555678178,OUT046
DRG03,2560.2260780624156,OUT045
FDS56,3477.0194584058554,OUT018
FDU33,800.9736269481982,OUT045
DRD27,1532.7397880267592,OUT035
FDW22,3296.559728618083,OUT046
DRA24,2645.670548186125,OUT045
FDF38,612.2385295716073,OUT049
FDX48,2567.760776498892,OUT013
FDS58,2553.8106785051123,OUT018
FDC32,1486.5679994253107,OUT046
NCQ29,3834.625653386036,OUT045
DRK39,1160.6355741649586,OUT018
NCS38,1807.3556082414116,OUT017
DRO47,1717.9911018526263,OUT013
DRG27,882.5343017267786,OUT027
FDC57,5287.874519887818,OUT027
FDS55,2442.80151065023,OUT046
NCJ06,1620.5806013904419,OUT018
FDO01,295.5383321522384,OUT019
NCM55,2968.7658083589085,OUT045
FDC52,2429.42238759744,OUT049
FDQ15,1225.9285968188703,OUT045
NCT30,1452.3094423971213,OUT027
NCR42,872.676514479912,OUT027
FDD28,849.3588014011968,OUT035
FDQ34,1641.5530199035481,OUT049
FDZ12,2846.6301195849505,OUT027
DRE13,225.46538975614084,OUT019
NCN07,287.1656951872665,OUT019
FDM28,3105.2969420290315,OUT035
FDI10,2864.8424610623188,OUT017
FDQ25,2797.9737334095016,OUT013
FDA38,503.44021674822636,OUT010
DRI13,3786.2435464470855,OUT049
FDY20,2543.1410292118762,OUT027
NCZ53,3167.4322154335337,OUT035
NCM31,2642.010409786206,OUT013
DRB01,3230.497212748174,OUT017
DRF37,3929.738887813278,OUT046
NCF42,2897.553689447915,OUT049
FDF16,2195.275167169995,OUT018
FDB41,756.4340981174312,OUT013
FDR34,4003.190926019715,OUT013
FDR15,2445.085797623962,OUT018
NCV42,311.1871878022832,OUT019
FDW51,3907.784447612438,OUT035
FDU36,1564.5455200101933,OUT017
FDX60,1259.9212055302826,OUT049
FDY03,1816.0112995770812,OUT035
FDW55,4132.916585600628,OUT045
FDT01,577.3559403764756,OUT010
FDG58,2440.515004602721,OUT013
FDK21,4291.804909775933,OUT017
NCS41,353.47840162559504,OUT019
FDS10,2969.1004853088502,OUT045
NCT53,2640.924085253946,OUT046
FDJ28,2636.625334099573,OUT018
FDX44,1254.144706037061,OUT045
FDT20,352.86238115918394,OUT018
FDO44,1839.9522476447085,OUT017
NCX17,3360.82689163343,OUT049
FDY01,1951.7424491778554,OUT017
FDJ12,5361.044132531383,OUT027
DRK35,339.07316334852703,OUT018
FDD47,441.1486017358115,OUT019
NCM53,1644.4637075292192,OUT035
FDO45,1188.335777173076,OUT013
NCM42,257.22238321410117,OUT010
FDE04,3059.0479655475224,OUT046
NCI30,5524.333136642681,OUT027
FDZ19,2746.0884518659464,OUT013
FDW57,2921.158490292661,OUT013
FDA25,1890.9496431300954,OUT013
FDT22,936.01595254171,OUT046
FDP51,2121.222545314995,OUT013
FDD48,2762.8447019510945,OUT027
FDY39,3401.788248180322,OUT035
FDO48,533.040683111102,OUT010
FDD23,5320.004198940947,OUT027
DRN35,854.1498514524914,OUT027
FDT01,3510.7878846276903,OUT035
FDC20,196.2770763545051,OUT010
DRJ35,1111.842775993695,OUT035
FDB32,1602.0621052703953,OUT046
FDL24,2870.9593188187014,OUT046
NCV42,1931.5152362697272,OUT035
FDZ46,1760.4727480581398,OUT046
FDC15,2553.287103715535,OUT013
FDD08,68.7463477155133,OUT019
FDY50,1432.212082728293,OUT049
FDD36,2134.3394547456774,OUT013
FDG57,1488.1992587995658,OUT027
FDL21,366.4015794910249,OUT018
FDN16,2613.8256686671457,OUT027
FDJ09,1077.0841816572465,OUT027
FDS01,469.4352521760698,OUT010
FDV33,4126.168456031475,OUT017
DRE12,1781.3713419471007,OUT017
FDR07,1520.2560681895175,OUT013
FDP48,429.49502817597767,OUT010
NCB55,881.039144273015,OUT035
FDQ08,825.270870888711,OUT013
FDR34,4386.799542275579,OUT035
FDO33,1790.6719014138584,OUT046
FDP13,633.2317575619653,OUT045
FDX12,3857.7921504150722,OUT049
NCT06,2815.2258426818025,OUT049
FDR16,395.62098998709496,OUT019
FDE36,2892.2764722582947,OUT046
FDZ36,3393.745427040849,OUT049
FDV13,1262.5956022727878,OUT045
NCZ17,650.5925805140279,OUT035
FDU56,2904.542444063875,OUT045
FDM09,2861.236427085265,OUT035
FDV02,2876.095023163706,OUT017
FDS34,1473.0151427214548,OUT018
FDA11,1569.4573139748018,OUT049
FDP09,4039.744331562034,OUT017
FDB29,2612.996529517011,OUT027
FDT19,3097.7398262316256,OUT017
DRH15,702.2155824880314,OUT017
FDY38,3435.1727668495882,OUT046
FDF14,3314.397185233028,OUT027
FDN48,197.77744264279048,OUT010
FDQ12,3923.4784222091835,OUT013
NCJ43,2905.93505724905,OUT045
FDE17,291.55693245187757,OUT019
FDB05,3924.5002558247643,OUT035
FDH10,2051.7288011320566,OUT045
NCR06,676.510249417322,OUT017
FDU32,1748.3728611560077,OUT018
FDD56,2786.471390957412,OUT049
FDO36,2902.8785234046545,OUT018
FDH16,213.5868752788088,OUT010
FDX10,280.5284508785066,OUT018
FDZ37,1328.5729536835418,OUT017
FDU31,534.5668335085461,OUT010
DRC49,1965.1459798556039,OUT049
FDL15,2639.962792352006,OUT045
FDN32,533.2870343106171,OUT019
DRH59,2197.1322981978747,OUT027
NCU29,2358.522135373701,OUT049
FDR37,483.1945180941597,OUT019
FDS14,2445.8785938160495,OUT018
FDU02,5866.931725061534,OUT027
FDJ08,3126.2913099569846,OUT035
NCZ06,3607.008750871971,OUT045
FDO31,1598.2533696569078,OUT049
FDH31,1195.4644786978647,OUT018
FDS58,2522.616861761452,OUT017
NCA53,1258.8162284235602,OUT027
FDF50,3221.2586484615454,OUT046
NCW42,3826.422453870926,OUT049
NCQ17,2446.8501805691044,OUT045
FDK51,4132.099641538574,OUT018
NCW41,319.32590925474346,OUT010
NCR29,885.8117529301421,OUT017
FDB08,337.8943444635056,OUT019
FDA40,2571.453930793475,OUT027
FDL14,2516.1356188050527,OUT018
FDB47,3424.5678400168467,OUT046
FDO03,4077.985432222989,OUT035
DRK13,417.34750148867414,OUT019
FDX13,451.49086432712534,OUT010
FDF52,3232.4495371923363,OUT046
FDT11,3249.222462367964,OUT013
FDB08,2468.722872091446,OUT013
FDQ28,2386.337031902998,OUT018
FDD29,4285.43656870185,OUT045
NCQ29,5903.744782928837,OUT027
NCO02,1070.9249902406527,OUT013
FDR56,523.3786167742204,OUT010
NCM54,2082.63459224809,OUT049
FDP51,2004.290091531088,OUT035
FDT38,1366.9829835099529,OUT013
FDZ20,3524.7543071258538,OUT018
FDJ53,1989.7600696651057,OUT013
FDX13,4257.763393695696,OUT049
FDP58,3794.55096717849,OUT035
NCK31,171.37612799511507,OUT019
FDA35,1618.1241559945847,OUT018
FDV37,2812.0129335001893,OUT018
NCO07,4641.121277311519,OUT027
FDA20,3083.367044780854,OUT045
FDZ59,2619.5010186983604,OUT035
NCY17,654.5187786114612,OUT017
FDQ28,2646.0999164257046,OUT035
FDV35,2547.836424362699,OUT017
FDQ36,530.3706066142189,OUT013
FDD34,2559.678484065131,OUT018
FDK51,4093.8818697819934,OUT045
FDV31,2700.094668692243,OUT035
FDR04,1549.7764309468828,OUT035
FDR14,911.3742820925848,OUT049
DRC36,431.73656351312815,OUT010
FDE39,355.21372129138257,OUT019
FDP57,1645.344085649803,OUT049
FDE57,2124.7336201692888,OUT046
NCN18,1697.7863012896896,OUT046
NCQ05,2326.5570343752297,OUT018
FDW47,2066.7209568694616,OUT035
FDV46,2037.5283807951216,OUT035
NCP29,958.0421123665177,OUT045
FDE09,1490.0416225745325,OUT018
NCU06,6262.752820060372,OUT027
FDT19,545.9212339125733,OUT010
DRF15,2430.5737145302055,OUT017
DRI51,2702.378092188646,OUT013
NCX54,1767.4972163240393,OUT013
DRE01,4062.173075093206,OUT013
NCB07,2943.6336515106223,OUT045
FDU50,1859.6885195988075,OUT035
FDG40,697.1302569854074,OUT035
FDW10,2849.6044626089842,OUT018
FDX51,3165.978818299701,OUT013
NCP17,1036.085727952315,OUT045
FDP21,3276.5509144184466,OUT035
FDL04,1448.9072501169694,OUT045
FDV23,2012.3142539750136,OUT013
FDF24,1351.2533111383825,OUT046
FDH56,2896.3124542576634,OUT027
FDB51,934.9893548588827,OUT049
FDI58,2137.838334061954,OUT027
FDR20,848.2865226402419,OUT013
FDC51,1695.5341518669804,OUT018
FDB16,2175.0375729397006,OUT027
FDE40,877.702004891877,OUT049
NCM17,675.3423115995494,OUT035
FDU56,3025.596284916335,OUT035
FDS32,300.47418370825477,OUT019
FDX02,3717.3699083994047,OUT049
FDT39,5346.986403201093,OUT027
FDE35,864.9494080863878,OUT017
NCI42,347.46801136386387,OUT019
DRL23,1697.7472483929926,OUT046
FDA10,1996.759572444711,OUT046
FDA11,1538.5381116152635,OUT013
NCM06,2372.9333340409175,OUT046
NCT05,4221.053105432635,OUT035
NCQ02,505.77810501655244,OUT010
NCY06,2168.692939253814,OUT049
FDY56,4311.299143912969,OUT035
FDL02,1797.217518955636,OUT035
NCI06,2932.6648797806174,OUT035
FDQ14,2406.220766900515,OUT045
FDQ12,4105.493587097977,OUT017
FDP36,774.0700247677353,OUT046
FDK21,5227.591605593111,OUT027
FDO40,2599.1077453878324,OUT045
NCK54,229.4353049153957,OUT019
FDY09,2878.7559531791644,OUT018
NCW30,3720.2022059660053,OUT049
NCC55,919.7609830040374,OUT027
FDE58,1519.745123927926,OUT018
FDR39,3225.575080293192,OUT013
FDU28,3347.4362401341423,OUT049
FDH08,4171.905712792189,OUT017
FDG35,2972.187766728035,OUT045
FDG22,603.2836977633924,OUT049
FDC34,2922.4396658121827,OUT035
FDP15,3514.0084747093733,OUT018
FDK34,469.38508898217947,OUT010
FDU45,2141.1243896733145,OUT035
FDQ04,1006.0921596783384,OUT027
FDX22,2866.6420964499903,OUT018
FDB45,1693.3987551845369,OUT017
NCH43,5107.701221784956,OUT027
DRE60,3719.6380677386405,OUT046
FDD17,5617.108638587045,OUT027
NCM54,1968.0709934568356,OUT017
NCH55,2162.9769274269793,OUT013
NCT06,2806.616193002563,OUT017
FDA48,5000.734800097698,OUT027
FDY58,6039.071890486743,OUT027
FDO25,3598.668144486016,OUT045
FDN50,1601.3947441952669,OUT045
FDH35,2708.0041287840295,OUT035
FDK09,3724.789263482607,OUT045
FDO16,1703.8503229311998,OUT013
FDW11,1064.6877967635176,OUT045
FDU47,3360.29897929991,OUT027
NCQ42,264.26519561523793,OUT010
FDK55,2559.626327300869,OUT027
FDN08,1894.757749537279,OUT049
FDT57,3848.5219812912974,OUT045
FDJ12,3168.793638419348,OUT018
DRL59,765.2026601968947,OUT017
NCN53,646.8288940855066,OUT046
FDO51,85.11324425113162,OUT010
FDK56,3161.4106199244625,OUT017
FDY12,879.9174801421734,OUT035
FDU15,643.7102154361107,OUT035
FDQ19,3789.8949865895415,OUT046
DRF15,2436.081677081392,OUT045
DRE25,237.62650387415007,OUT019
FDK57,1654.3885394174968,OUT018
FDD33,508.3924383248612,OUT010
FDR34,5341.693466321723,OUT027
